Time,originele Temp,Temp
2019-02-23T17:00:00Z,-4.706,10.15
2019-02-23T18:00:00Z,-5.092,14.15
2019-02-23T19:00:00Z,-5.342,13.12
2019-02-23T20:00:00Z,-5.502,14.11
2019-02-23T21:00:00Z,-5.667,10.14
2019-02-23T22:00:00Z,-5.78,12.12
2019-02-23T23:00:00Z,-5.836,11.14
2019-02-24T00:00:00Z,-5.859,12.13
2019-02-24T01:00:00Z,-5.793,10.12
2019-02-24T02:00:00Z,-5.661,13.13
2019-02-24T03:00:00Z,-5.579,12.14
2019-02-24T04:00:00Z,-5.47,15.11
2019-02-24T05:00:00Z,-5.232,10.14
2019-02-24T06:00:00Z,-4.353,14.14
2019-02-24T07:00:00Z,-2.82,15.1
2019-02-24T08:00:00Z,-0.817,13.11
2019-02-24T09:00:00Z,1.022,13.13
2019-02-24T10:00:00Z,2.099,11.12
2019-02-24T11:00:00Z,2.838,14.12
2019-02-24T12:00:00Z,3.155,11.15
2019-02-24T13:00:00Z,3.08,13.11
2019-02-24T14:00:00Z,2.537,12.14
2019-02-24T15:00:00Z,1.17,14.11
2019-02-24T16:00:00Z,-0.293,15.12
2019-02-24T17:00:00Z,-0.873,15.12
2019-02-24T18:00:00Z,-1.208,15.15
2019-02-24T19:00:00Z,-1.376,12.14
2019-02-24T20:00:00Z,-1.473,12.11
2019-02-24T21:00:00Z,-1.524,12.12
2019-02-24T22:00:00Z,-1.566,14.12
2019-02-24T23:00:00Z,-1.636,14.13
2019-02-25T00:00:00Z,-1.641,11.13
2019-02-25T01:00:00Z,-1.579,12.13
2019-02-25T02:00:00Z,-1.499,13.14
2019-02-25T03:00:00Z,-1.437,15.12
2019-02-25T04:00:00Z,-1.458,13.12
2019-02-25T05:00:00Z,-1.453,15.11
2019-02-25T06:00:00Z,-0.185,13.12
2019-02-25T07:00:00Z,1.95,10.12
2019-02-25T08:00:00Z,4.294,11.15
2019-02-25T09:00:00Z,6.346,11.11
2019-02-25T10:00:00Z,7.654,11.11
2019-02-25T11:00:00Z,8.348,14.15
2019-02-25T12:00:00Z,8.633,15.12
2019-02-25T13:00:00Z,8.547,10.14
2019-02-25T14:00:00Z,7.262,14.14
2019-02-25T15:00:00Z,4.596,10.1
2019-02-25T16:00:00Z,2.447,11.1
2019-02-25T17:00:00Z,2.039,12.11
2019-02-25T18:00:00Z,1.908,10.13
2019-02-25T19:00:00Z,1.533,15.12
2019-02-25T20:00:00Z,1.283,10.13
2019-02-25T21:00:00Z,1.196,11.14
2019-02-25T22:00:00Z,1.185,12.14
2019-02-25T23:00:00Z,1.047,11.11
2019-02-26T00:00:00Z,0.837,15.14
2019-02-26T01:00:00Z,0.84,13.12
2019-02-26T02:00:00Z,0.958,13.15
2019-02-26T03:00:00Z,0.886,11.15
2019-02-26T04:00:00Z,0.657,15.15
2019-02-26T05:00:00Z,0.481,13.12
2019-02-26T06:00:00Z,1.345,14.14
2019-02-26T07:00:00Z,3.454,12.14
2019-02-26T08:00:00Z,5.848,11.15
2019-02-26T09:00:00Z,8.008,10.11
2019-02-26T10:00:00Z,9.446,14.12
2019-02-26T11:00:00Z,10.198,14.15
2019-02-26T12:00:00Z,10.434,12.15
2019-02-26T13:00:00Z,10.138,13.14
2019-02-26T14:00:00Z,9.226,12.11
2019-02-26T15:00:00Z,7.413,14.15
2019-02-26T16:00:00Z,5.305,14.14
2019-02-26T17:00:00Z,4.358,14.15
2019-02-26T18:00:00Z,3.698,12.15
2019-02-26T19:00:00Z,3.016,11.13
2019-02-26T20:00:00Z,2.378,10.13
2019-02-26T21:00:00Z,1.949,13.13
2019-02-26T22:00:00Z,1.529,14.13
2019-02-26T23:00:00Z,1.166,11.11
2019-02-27T00:00:00Z,0.785,10.15
2019-02-27T01:00:00Z,0.467,10.12
2019-02-27T02:00:00Z,0.172,15.14
2019-02-27T03:00:00Z,-0.148,13.14
2019-02-27T04:00:00Z,-0.47,11.13
2019-02-27T05:00:00Z,-0.642,13.15
2019-02-27T06:00:00Z,0.81,11.11
2019-02-27T07:00:00Z,3.252,15.1
2019-02-27T08:00:00Z,5.883,15.15
2019-02-27T09:00:00Z,7.861,14.12
2019-02-27T10:00:00Z,9.077,13.14
2019-02-27T11:00:00Z,9.909,15.1
2019-02-27T12:00:00Z,10.376,14.15
2019-02-27T13:00:00Z,10.398,12.13
2019-02-27T14:00:00Z,9.76,10.14
2019-02-27T15:00:00Z,7.635,10.14
2019-02-27T16:00:00Z,5.564,12.12
2019-02-27T17:00:00Z,4.641,13.15
2019-02-27T18:00:00Z,3.773,10.15
2019-02-27T19:00:00Z,3.052,15.13
2019-02-27T20:00:00Z,2.565,10.14
2019-02-27T21:00:00Z,2.196,12.14
2019-02-27T22:00:00Z,1.876,14.12
2019-02-27T23:00:00Z,1.557,10.1
2019-02-28T00:00:00Z,1.251,13.15
2019-02-28T01:00:00Z,0.978,13.13
2019-02-28T02:00:00Z,0.782,14.12
2019-02-28T03:00:00Z,0.661,11.12
2019-02-28T04:00:00Z,0.652,10.12
2019-02-28T05:00:00Z,0.776,11.1
2019-02-28T06:00:00Z,3.026,11.12
2019-02-28T07:00:00Z,6.314,14.14
2019-02-28T08:00:00Z,8.941,14.1
2019-02-28T09:00:00Z,10.887,13.1
2019-02-28T10:00:00Z,12.019,11.13
2019-02-28T11:00:00Z,12.563,10.1
2019-02-28T12:00:00Z,12.694,14.15
2019-02-28T13:00:00Z,12.412,11.13
2019-02-28T14:00:00Z,11.554,13.11
2019-02-28T15:00:00Z,9.896,15.13
2019-02-28T16:00:00Z,7.851,12.1
2019-02-28T17:00:00Z,7.115,12.12
2019-02-28T18:00:00Z,6.621,13.13
2019-02-28T19:00:00Z,6.34,14.12
2019-02-28T20:00:00Z,6.087,10.15
2019-02-28T21:00:00Z,5.909,14.14
2019-02-28T22:00:00Z,5.578,14.13
2019-02-28T23:00:00Z,5.238,13.11
2019-03-01T00:00:00Z,5.012,11.12
2019-03-01T01:00:00Z,4.861,13.14
2019-03-01T02:00:00Z,4.513,11.12
2019-03-01T03:00:00Z,4.123,10.12
2019-03-01T04:00:00Z,3.753,14.11
2019-03-01T05:00:00Z,3.599,13.12
2019-03-01T06:00:00Z,4.527,11.15
2019-03-01T07:00:00Z,5.87,15.14
2019-03-01T08:00:00Z,7.021,11.11
2019-03-01T09:00:00Z,7.75,14.15
2019-03-01T10:00:00Z,8.152,11.14
2019-03-01T11:00:00Z,8.238,14.15
2019-03-01T12:00:00Z,8.131,14.15
2019-03-01T13:00:00Z,7.957,10.13
2019-03-01T14:00:00Z,7.474,10.11
2019-03-01T15:00:00Z,6.522,13.14
2019-03-01T16:00:00Z,5.007,10.13
2019-03-01T17:00:00Z,4.29,10.15
2019-03-01T18:00:00Z,3.738,11.15
2019-03-01T19:00:00Z,3.283,14.12
2019-03-01T20:00:00Z,3.067,13.15
2019-03-01T21:00:00Z,2.95,15.13
2019-03-01T22:00:00Z,2.943,12.1
2019-03-01T23:00:00Z,2.872,13.14
2019-03-02T00:00:00Z,2.678,11.1
2019-03-02T01:00:00Z,2.415,13.15
2019-03-02T02:00:00Z,2.117,13.11
2019-03-02T03:00:00Z,1.905,12.13
2019-03-02T04:00:00Z,1.711,12.12
2019-03-02T05:00:00Z,1.625,12.13
2019-03-02T06:00:00Z,2.2,14.11
2019-03-02T07:00:00Z,3.101,14.11
2019-03-02T08:00:00Z,4.11,15.15
2019-03-02T09:00:00Z,4.926,12.15
2019-03-02T10:00:00Z,5.608,15.11
2019-03-02T11:00:00Z,6.138,15.12
2019-03-02T12:00:00Z,6.421,11.15
2019-03-02T13:00:00Z,6.393,15.14
2019-03-02T14:00:00Z,5.986,13.14
2019-03-02T15:00:00Z,5,13.1
2019-03-02T16:00:00Z,3.058,11.13
2019-03-02T17:00:00Z,2.144,10.15
2019-03-02T18:00:00Z,1.608,12.15
2019-03-02T19:00:00Z,1.226,11.11
2019-03-02T20:00:00Z,0.93,11.13
2019-03-02T21:00:00Z,0.813,15.15
2019-03-02T22:00:00Z,0.762,12.14
2019-03-02T23:00:00Z,0.7,13.12
2019-03-03T00:00:00Z,0.617,12.12
2019-03-03T01:00:00Z,0.647,15.1
2019-03-03T02:00:00Z,0.708,15.13
2019-03-03T03:00:00Z,0.819,12.1
2019-03-03T04:00:00Z,0.741,10.13
2019-03-03T05:00:00Z,0.786,14.15
2019-03-03T06:00:00Z,2.35,11.15
2019-03-03T07:00:00Z,4.495,14.15
2019-03-03T08:00:00Z,6.589,15.14
2019-03-03T09:00:00Z,8.152,15.11
2019-03-03T10:00:00Z,9.158,15.13
2019-03-03T11:00:00Z,9.767,15.14
2019-03-03T12:00:00Z,10.184,11.11
2019-03-03T13:00:00Z,10.307,12.15
2019-03-03T14:00:00Z,9.869,15.11
2019-03-03T15:00:00Z,8.2,12.11
2019-03-03T16:00:00Z,5.934,13.11
2019-03-03T17:00:00Z,4.982,12.12
2019-03-03T18:00:00Z,4.534,10.13
2019-03-03T19:00:00Z,4.29,13.12
2019-03-03T20:00:00Z,4.035,14.15
2019-03-03T21:00:00Z,3.692,12.13
2019-03-03T22:00:00Z,3.348,13.11
2019-03-03T23:00:00Z,3.095,15.15
2019-03-04T00:00:00Z,2.824,15.15
2019-03-04T01:00:00Z,2.754,10.1
2019-03-04T02:00:00Z,2.64,10.15
2019-03-04T03:00:00Z,2.446,10.13
2019-03-04T04:00:00Z,2.124,12.12
2019-03-04T05:00:00Z,1.849,13.12
2019-03-04T06:00:00Z,4.08,12.1
2019-03-04T07:00:00Z,7.071,13.1
2019-03-04T08:00:00Z,9.009,15.13
2019-03-04T09:00:00Z,10.594,15.15
2019-03-04T10:00:00Z,11.88,13.12
2019-03-04T11:00:00Z,12.621,14.12
2019-03-04T12:00:00Z,12.535,14.13
2019-03-04T13:00:00Z,11.677,12.12
2019-03-04T14:00:00Z,10.221,13.11
2019-03-04T15:00:00Z,8.562,14.15
2019-03-04T16:00:00Z,6.533,14.13
2019-03-04T17:00:00Z,5.146,14.1
2019-03-04T18:00:00Z,4.493,14.13
2019-03-04T19:00:00Z,4.2,14.11
2019-03-04T20:00:00Z,3.985,15.11
2019-03-04T21:00:00Z,3.741,14.12
2019-03-04T22:00:00Z,3.447,15.1
2019-03-04T23:00:00Z,3.028,10.11
2019-03-05T00:00:00Z,2.447,10.15
2019-03-05T01:00:00Z,1.808,14.1
2019-03-05T02:00:00Z,1.324,14.13
2019-03-05T03:00:00Z,1.044,15.15
2019-03-05T04:00:00Z,0.959,10.14
2019-03-05T05:00:00Z,0.956,11.13
2019-03-05T06:00:00Z,2.247,15.13
2019-03-05T07:00:00Z,4.011,14.13
2019-03-05T08:00:00Z,5.64,13.13
2019-03-05T09:00:00Z,6.619,14.13
2019-03-05T10:00:00Z,7.25,10.12
2019-03-05T11:00:00Z,7.555,11.14
2019-03-05T12:00:00Z,7.611,13.15
2019-03-05T13:00:00Z,7.493,14.14
2019-03-05T14:00:00Z,7.241,11.13
2019-03-05T15:00:00Z,6.135,15.11
2019-03-05T16:00:00Z,3.976,15.11
2019-03-05T17:00:00Z,3.238,15.11
2019-03-05T18:00:00Z,2.973,15.12
2019-03-05T19:00:00Z,2.731,14.11
2019-03-05T20:00:00Z,2.42,14.11
2019-03-05T21:00:00Z,2.098,14.11
2019-03-05T22:00:00Z,1.823,15.11
2019-03-05T23:00:00Z,1.519,11.14
2019-03-06T00:00:00Z,1.092,15.13
2019-03-06T01:00:00Z,0.693,11.1
2019-03-06T02:00:00Z,0.295,10.15
2019-03-06T03:00:00Z,-0.138,10.15
2019-03-06T04:00:00Z,-0.597,10.11
2019-03-06T05:00:00Z,-0.797,14.15
2019-03-06T06:00:00Z,1.127,14.15
2019-03-06T07:00:00Z,3.401,14.11
2019-03-06T08:00:00Z,5.772,14.1
2019-03-06T09:00:00Z,7.728,12.1
2019-03-06T10:00:00Z,9.054,10.11
2019-03-06T11:00:00Z,9.789,14.1
2019-03-06T12:00:00Z,10.073,10.11
2019-03-06T13:00:00Z,9.936,10.13
2019-03-06T14:00:00Z,9.336,14.11
2019-03-06T15:00:00Z,8.148,14.14
2019-03-06T16:00:00Z,6.476,12.12
2019-03-06T17:00:00Z,5.629,10.1
2019-03-06T18:00:00Z,5.086,15.12
2019-03-06T19:00:00Z,4.558,10.15
2019-03-06T20:00:00Z,3.972,13.15
2019-03-06T21:00:00Z,3.479,13.1
2019-03-06T22:00:00Z,3.116,11.12
2019-03-06T23:00:00Z,2.987,15.12
2019-03-07T00:00:00Z,3.014,12.13
2019-03-07T01:00:00Z,3.161,15.12
2019-03-07T02:00:00Z,3.396,15.11
2019-03-07T03:00:00Z,3.643,10.13
2019-03-07T04:00:00Z,3.578,14.15
2019-03-07T05:00:00Z,3.715,11.12
2019-03-07T06:00:00Z,5.33,15.13
2019-03-07T07:00:00Z,7.57,15.11
2019-03-07T08:00:00Z,9.663,14.12
2019-03-07T09:00:00Z,11.598,15.14
2019-03-07T10:00:00Z,13.001,13.15
2019-03-07T11:00:00Z,13.724,12.14
2019-03-07T12:00:00Z,13.629,13.12
2019-03-07T13:00:00Z,12.859,15.15
2019-03-07T14:00:00Z,11.697,14.15
2019-03-07T15:00:00Z,10.125,15.15
2019-03-07T16:00:00Z,8.039,12.15
2019-03-07T17:00:00Z,6.712,15.1
2019-03-07T18:00:00Z,5.917,11.14
2019-03-07T19:00:00Z,5.372,10.1
2019-03-07T20:00:00Z,5.061,10.12
2019-03-07T21:00:00Z,4.816,14.1
2019-03-07T22:00:00Z,4.692,12.14
2019-03-07T23:00:00Z,4.601,14.11
2019-03-08T00:00:00Z,4.472,14.14
2019-03-08T01:00:00Z,4.324,10.14
2019-03-08T02:00:00Z,4.273,14.1
2019-03-08T03:00:00Z,4.175,12.1
2019-03-08T04:00:00Z,4.056,10.1
2019-03-08T05:00:00Z,3.973,15.15
2019-03-08T06:00:00Z,5.104,15.12
2019-03-08T07:00:00Z,6.636,12.15
2019-03-08T08:00:00Z,7.894,15.15
2019-03-08T09:00:00Z,8.821,10.14
2019-03-08T10:00:00Z,9.538,11.15
2019-03-08T11:00:00Z,9.997,14.12
2019-03-08T12:00:00Z,10.128,13.12
2019-03-08T13:00:00Z,9.909,13.1
2019-03-08T14:00:00Z,9.269,14.14
2019-03-08T15:00:00Z,8.069,15.11
2019-03-08T16:00:00Z,6.092,13.15
2019-03-08T17:00:00Z,4.962,13.11
2019-03-08T18:00:00Z,4.292,14.1
2019-03-08T19:00:00Z,3.696,15.11
2019-03-08T20:00:00Z,3.225,10.12
2019-03-08T21:00:00Z,2.711,10.11
2019-03-08T22:00:00Z,2.257,11.11
2019-03-08T23:00:00Z,1.978,11.14
2019-03-09T00:00:00Z,1.766,12.15
2019-03-09T01:00:00Z,1.646,13.12
2019-03-09T02:00:00Z,1.723,14.14
2019-03-09T03:00:00Z,1.798,11.15
2019-03-09T04:00:00Z,1.864,11.11
2019-03-09T05:00:00Z,2.026,15.15
2019-03-09T06:00:00Z,3.718,12.12
2019-03-09T07:00:00Z,5.533,10.11
2019-03-09T08:00:00Z,7.196,12.1
2019-03-09T09:00:00Z,8.184,15.11
2019-03-09T10:00:00Z,8.762,12.12
2019-03-09T11:00:00Z,9.325,13.13
2019-03-09T12:00:00Z,9.857,12.12
2019-03-09T13:00:00Z,10.03,10.14
2019-03-09T14:00:00Z,9.76,10.1
2019-03-09T15:00:00Z,8.768,14.13
2019-03-09T16:00:00Z,7.062,12.15
2019-03-09T17:00:00Z,6.438,10.11
2019-03-09T18:00:00Z,6.353,13.1
2019-03-09T19:00:00Z,6.145,10.14
2019-03-09T20:00:00Z,5.932,14.15
2019-03-09T21:00:00Z,5.921,14.13
2019-03-09T22:00:00Z,6.03,14.15
2019-03-09T23:00:00Z,5.959,13.11
2019-03-10T00:00:00Z,5.804,10.1
2019-03-10T01:00:00Z,5.655,13.12
2019-03-10T02:00:00Z,5.493,12.12
2019-03-10T03:00:00Z,4.977,12.14
2019-03-10T04:00:00Z,4.234,12.15
2019-03-10T05:00:00Z,4.1,11.14
2019-03-10T06:00:00Z,5.614,15.13
2019-03-10T07:00:00Z,6.685,14.15
2019-03-10T08:00:00Z,7.441,10.15
2019-03-10T09:00:00Z,8.343,15.12
2019-03-10T10:00:00Z,9.047,14.13
2019-03-10T11:00:00Z,9.42,14.13
2019-03-10T12:00:00Z,9.587,12.1
2019-03-10T13:00:00Z,10.104,10.12
2019-03-10T14:00:00Z,10.506,10.15
2019-03-10T15:00:00Z,10.224,11.1
2019-03-10T16:00:00Z,9.25,10.1
2019-03-10T17:00:00Z,8.651,11.12
2019-03-10T18:00:00Z,8.158,13.12
2019-03-10T19:00:00Z,7.494,11.12
2019-03-10T20:00:00Z,6.764,15.11
2019-03-10T21:00:00Z,6.033,10.15
2019-03-10T22:00:00Z,5.172,11.15
2019-03-10T23:00:00Z,4.164,10.1
2019-03-11T00:00:00Z,3.211,11.14
2019-03-11T01:00:00Z,2.362,14.12
2019-03-11T02:00:00Z,1.394,15.13
2019-03-11T03:00:00Z,0.588,11.13
2019-03-11T04:00:00Z,0.081,10.14
2019-03-11T05:00:00Z,0.034,11.13
2019-03-11T06:00:00Z,1.581,11.15
2019-03-11T07:00:00Z,3.513,12.1
2019-03-11T08:00:00Z,4.92,11.13
2019-03-11T09:00:00Z,5.421,13.14
2019-03-11T10:00:00Z,5.396,11.12
2019-03-11T11:00:00Z,5.22,14.11
2019-03-11T12:00:00Z,4.384,10.1
2019-03-11T13:00:00Z,3.283,14.11
2019-03-11T14:00:00Z,2.428,14.14
2019-03-11T15:00:00Z,1.685,13.15
2019-03-11T16:00:00Z,0.751,14.11
2019-03-11T17:00:00Z,0.096,10.15
2019-03-11T18:00:00Z,-0.249,14.12
2019-03-11T19:00:00Z,-0.495,15.1
2019-03-11T20:00:00Z,-0.739,14.15
2019-03-11T21:00:00Z,-0.93,14.15
2019-03-11T22:00:00Z,-0.981,12.12
2019-03-11T23:00:00Z,-0.966,10.12
2019-03-12T00:00:00Z,-0.967,13.12
2019-03-12T01:00:00Z,-0.956,15.15
2019-03-12T02:00:00Z,-0.97,11.13
2019-03-12T03:00:00Z,-1.22,11.15
2019-03-12T04:00:00Z,-1.505,15.13
2019-03-12T05:00:00Z,-1.453,13.12
2019-03-12T06:00:00Z,-0.104,13.12
2019-03-12T07:00:00Z,1.337,11.12
2019-03-12T08:00:00Z,2.541,13.11
2019-03-12T09:00:00Z,3.503,11.11
2019-03-12T10:00:00Z,4.253,15.15
2019-03-12T11:00:00Z,4.914,12.11
2019-03-12T12:00:00Z,5.388,15.15
2019-03-12T13:00:00Z,5.594,11.14
2019-03-12T14:00:00Z,5.452,14.12
2019-03-12T15:00:00Z,4.699,12.12
2019-03-12T16:00:00Z,1.936,15.14
2019-03-12T17:00:00Z,0.043,14.11
2019-03-12T18:00:00Z,-0.648,10.1
2019-03-12T19:00:00Z,-0.887,10.12
2019-03-12T20:00:00Z,-0.748,14.14
2019-03-12T21:00:00Z,-0.658,13.13
2019-03-12T22:00:00Z,-0.763,12.11
2019-03-12T23:00:00Z,-0.806,15.1
2019-03-13T00:00:00Z,-0.741,12.1
2019-03-13T01:00:00Z,-0.651,13.11
2019-03-13T02:00:00Z,-0.549,11.13
2019-03-13T03:00:00Z,-0.416,10.1
2019-03-13T04:00:00Z,-0.127,12.14
2019-03-13T05:00:00Z,0.282,12.13
2019-03-13T06:00:00Z,1.473,12.12
2019-03-13T07:00:00Z,2.911,14.1
2019-03-13T08:00:00Z,4.237,11.13
2019-03-13T09:00:00Z,5.08,11.11
2019-03-13T10:00:00Z,5.589,14.11
2019-03-13T11:00:00Z,5.925,14.1
2019-03-13T12:00:00Z,6.077,15.13
2019-03-13T13:00:00Z,5.896,14.12
2019-03-13T14:00:00Z,5.348,12.12
2019-03-13T15:00:00Z,4.341,10.12
2019-03-13T16:00:00Z,2.728,13.1
2019-03-13T17:00:00Z,1.752,13.11
2019-03-13T18:00:00Z,1.284,15.15
2019-03-13T19:00:00Z,0.832,14.1
2019-03-13T20:00:00Z,0.393,13.15
2019-03-13T21:00:00Z,0.025,14.12
2019-03-13T22:00:00Z,-0.186,15.1
2019-03-13T23:00:00Z,-0.4,11.1
2019-03-14T00:00:00Z,-0.551,10.12
2019-03-14T01:00:00Z,-0.649,13.13
2019-03-14T02:00:00Z,-0.552,13.11
2019-03-14T03:00:00Z,-0.357,14.15
2019-03-14T04:00:00Z,-0.443,14.13
2019-03-14T05:00:00Z,-0.161,12.11
2019-03-14T06:00:00Z,1.359,15.12
2019-03-14T07:00:00Z,3.05,13.12
2019-03-14T08:00:00Z,4.652,10.14
2019-03-14T09:00:00Z,5.609,11.13
2019-03-14T10:00:00Z,6.129,12.14
2019-03-14T11:00:00Z,6.457,12.13
2019-03-14T12:00:00Z,6.437,12.12
2019-03-14T13:00:00Z,6.036,14.11
2019-03-14T14:00:00Z,5.254,12.14
2019-03-14T15:00:00Z,4.167,12.11
2019-03-14T16:00:00Z,3.064,11.11
2019-03-14T17:00:00Z,2.507,10.1
2019-03-14T18:00:00Z,2.355,11.12
2019-03-14T19:00:00Z,2.313,14.11
2019-03-14T20:00:00Z,2.188,15.11
2019-03-14T21:00:00Z,2.022,14.1
2019-03-14T22:00:00Z,1.886,11.14
2019-03-14T23:00:00Z,1.772,10.13
2019-03-15T00:00:00Z,1.73,12.11
2019-03-15T01:00:00Z,1.739,10.13
2019-03-15T02:00:00Z,1.662,11.13
2019-03-15T03:00:00Z,1.515,11.1
2019-03-15T04:00:00Z,1.337,12.15
2019-03-15T05:00:00Z,1.476,13.15
2019-03-15T06:00:00Z,2.938,10.11
2019-03-15T07:00:00Z,4.428,12.13
2019-03-15T08:00:00Z,5.694,14.12
2019-03-15T09:00:00Z,6.485,11.14
2019-03-15T10:00:00Z,6.97,12.11
2019-03-15T11:00:00Z,7.188,14.11
2019-03-15T12:00:00Z,6.992,10.14
2019-03-15T13:00:00Z,6.512,11.15
2019-03-15T14:00:00Z,5.898,14.13
2019-03-15T15:00:00Z,5.251,14.11
2019-03-15T16:00:00Z,4.697,12.11
2019-03-15T17:00:00Z,4.493,13.14
2019-03-15T18:00:00Z,4.644,12.14
2019-03-15T19:00:00Z,4.958,13.11
2019-03-15T20:00:00Z,5.256,10.15
2019-03-15T21:00:00Z,5.513,12.11
2019-03-15T22:00:00Z,5.7,11.14
2019-03-15T23:00:00Z,5.84,13.1
2019-03-16T00:00:00Z,5.907,15.13
2019-03-16T01:00:00Z,5.992,10.14
2019-03-16T02:00:00Z,5.976,13.15
2019-03-16T03:00:00Z,5.762,13.14
2019-03-16T04:00:00Z,5.427,10.11
2019-03-16T05:00:00Z,5.383,11.13
2019-03-16T06:00:00Z,6.268,13.12
2019-03-16T07:00:00Z,7.153,12.11
2019-03-16T08:00:00Z,8.085,12.14
2019-03-16T09:00:00Z,8.806,10.12
2019-03-16T10:00:00Z,9.425,13.15
2019-03-16T11:00:00Z,9.972,14.13
2019-03-16T12:00:00Z,10.516,13.1
2019-03-16T13:00:00Z,10.823,12.11
2019-03-16T14:00:00Z,10.893,15.15
2019-03-16T15:00:00Z,10.372,14.13
2019-03-16T16:00:00Z,8.351,11.11
2019-03-16T17:00:00Z,6.582,15.14
2019-03-16T18:00:00Z,5.735,13.15
2019-03-16T19:00:00Z,4.962,13.11
2019-03-16T20:00:00Z,4.49,14.11
2019-03-16T21:00:00Z,4.137,10.11
2019-03-16T22:00:00Z,3.834,12.13
2019-03-16T23:00:00Z,3.63,12.11
2019-03-17T00:00:00Z,3.389,11.13
2019-03-17T01:00:00Z,3.132,15.12
2019-03-17T02:00:00Z,2.969,13.11
2019-03-17T03:00:00Z,2.777,12.12
2019-03-17T04:00:00Z,2.454,11.14
2019-03-17T05:00:00Z,2.885,13.1
2019-03-17T06:00:00Z,6.094,14.14
2019-03-17T07:00:00Z,9.363,15.11
2019-03-17T08:00:00Z,11.982,13.1
2019-03-17T09:00:00Z,14.541,14.11
2019-03-17T10:00:00Z,16.105,15.15
2019-03-17T11:00:00Z,16.879,11.13
2019-03-17T12:00:00Z,17.024,11.12
2019-03-17T13:00:00Z,16.608,13.12
2019-03-17T14:00:00Z,15.694,12.14
2019-03-17T15:00:00Z,13.836,10.14
2019-03-17T16:00:00Z,10.897,14.15
2019-03-17T17:00:00Z,9.008,13.12
2019-03-17T18:00:00Z,8.015,15.1
2019-03-17T19:00:00Z,6.952,11.13
2019-03-17T20:00:00Z,6.24,11.14
2019-03-17T21:00:00Z,5.521,12.12
2019-03-17T22:00:00Z,4.33,11.15
2019-03-17T23:00:00Z,3.416,13.12
2019-03-18T00:00:00Z,2.939,15.13
2019-03-18T01:00:00Z,2.523,12.13
2019-03-18T02:00:00Z,2.151,11.1
2019-03-18T03:00:00Z,1.802,14.1
2019-03-18T04:00:00Z,1.487,10.12
2019-03-18T05:00:00Z,1.505,12.14
2019-03-18T06:00:00Z,2.165,14.12
2019-03-18T07:00:00Z,2.888,13.15
2019-03-18T08:00:00Z,3.6,13.1
2019-03-18T09:00:00Z,4.123,10.15
2019-03-18T10:00:00Z,4.558,12.1
2019-03-18T11:00:00Z,4.82,15.13
2019-03-18T12:00:00Z,4.938,13.1
2019-03-18T13:00:00Z,4.916,10.14
2019-03-18T14:00:00Z,4.712,13.13
2019-03-18T15:00:00Z,4.18,11.13
2019-03-18T16:00:00Z,2.726,12.1
2019-03-18T17:00:00Z,1.158,12.1
2019-03-18T18:00:00Z,0.543,15.15
2019-03-18T19:00:00Z,0.022,11.11
2019-03-18T20:00:00Z,-0.442,11.1
2019-03-18T21:00:00Z,-0.853,15.13
2019-03-18T22:00:00Z,-1.181,14.1
2019-03-18T23:00:00Z,-1.487,15.13
2019-03-19T00:00:00Z,-1.737,13.15
2019-03-19T01:00:00Z,-1.906,11.15
2019-03-19T02:00:00Z,-1.97,13.15
2019-03-19T03:00:00Z,-1.994,14.1
2019-03-19T04:00:00Z,-1.947,15.14
2019-03-19T05:00:00Z,-1.512,13.14
2019-03-19T06:00:00Z,-0.163,12.15
2019-03-19T07:00:00Z,1.702,11.14
2019-03-19T08:00:00Z,3.236,12.14
2019-03-19T09:00:00Z,4.159,15.14
2019-03-19T10:00:00Z,4.788,11.15
2019-03-19T11:00:00Z,5.318,14.13
2019-03-19T12:00:00Z,5.614,15.13
2019-03-19T13:00:00Z,5.599,15.1
2019-03-19T14:00:00Z,5.26,10.13
2019-03-19T15:00:00Z,4.568,14.15
2019-03-19T16:00:00Z,2.744,13.11
2019-03-19T17:00:00Z,0.894,15.1
2019-03-19T18:00:00Z,0.226,11.14
2019-03-19T19:00:00Z,-0.329,10.12
2019-03-19T20:00:00Z,-0.911,13.14
2019-03-19T21:00:00Z,-1.355,14.12
2019-03-19T22:00:00Z,-1.685,13.1
2019-03-19T23:00:00Z,-1.963,10.1
2019-03-20T00:00:00Z,-2.198,11.13
2019-03-20T01:00:00Z,-2.479,11.1
2019-03-20T02:00:00Z,-2.725,15.13
2019-03-20T03:00:00Z,-2.992,13.11
2019-03-20T04:00:00Z,-3.263,11.15
2019-03-20T05:00:00Z,-2.529,10.15
2019-03-20T06:00:00Z,-0.039,12.12
2019-03-20T07:00:00Z,2.385,12.11
2019-03-20T08:00:00Z,3.97,13.15
2019-03-20T09:00:00Z,4.984,10.15
2019-03-20T10:00:00Z,5.845,11.11
2019-03-20T11:00:00Z,6.506,15.15
2019-03-20T12:00:00Z,6.885,12.14
2019-03-20T13:00:00Z,6.943,10.11
2019-03-20T14:00:00Z,6.583,10.13
2019-03-20T15:00:00Z,5.729,12.12
2019-03-20T16:00:00Z,3.292,15.13
2019-03-20T17:00:00Z,1.475,13.1
2019-03-20T18:00:00Z,0.903,11.14
2019-03-20T19:00:00Z,0.488,12.12
2019-03-20T20:00:00Z,0.067,15.14
